eventid,iyear,imonth,iday,extended,resolution,country_txt,provstate,city,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,targtype2_txt,targsubtype2_txt,corp2,target2,natlty2_txt,targtype3_txt,targsubtype3_txt,corp3,target3,natlty3_txt,gname,gsubname,gname2,gsubname2,motive,guncertain1,guncertain2,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,compclaim,weaptype1_txt,weapsubtype1_txt,weaptype2_txt,weapsubtype2_txt,weaptype3_txt,weapsubtype3_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,ishostkid,nhostkid,nhostkidus,nhours,ndays,ransom,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
201310230021,2013,10,23,0,,United Kingdom,Northern Ireland,Newtownabbey,1.0,0,"10/23/2013: Assailants threw a pipe bomb at a police patrol vehicle, which then failed to detonate, in Newtownabbey town, Newtownabbey district, Northern Ireland, United Kingdom. No casualties were reported. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol Vehicle,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A pipe bomb that failed to detonate was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Bomb 'aimed to kill police',"" The Irish News, October 28, 2013.","""Police targeted in Co Antrim alert,"" UTV, October 24, 2013.",,START Primary Collection,-9,-9,1,1,
201310240019,2013,10,24,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/24/2013: A pipe bomb was discovered and defused in the Carlisle Parade area of Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residential Area,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb found in security alert,"" Farming Life, October 25, 2013.","""Pipe Bomb Device Made Safe During Alert,"" 4NI, October 25, 2013.",,START Primary Collection,-9,-9,1,1,
201310250005,2013,10,25,0,,United Kingdom,Northern Ireland,Mallusk,1.0,0,"10/25/2013: A letter bomb addressed to Chief Constable Matt Baggot was intercepted and defused in Mallusk town, Antrim district, Northern Ireland, United Kingdom. This was one of two letter bombs addressed to police officials discovered on this day. No group claimed responsibility for the incident; however, authorities attributed the incident to Dissident Republicans.",1,1,1,0,,,1.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Police Officer: Matt Baggot,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Letter Bomb,,,,,An explosive device hidden in a package was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Letter Bomb Sent To NI Secretary Villiers,"" Sky News, October 29, 2013.","""Dissidents blamed for PSNI letter bombs,"" UTV, October 25, 2013.","""Letter bomb sent  to PSNI chief constable,"" Irish Times, October 25, 2013.",START Primary Collection,0,0,1,1,"201310250005, 201310250006"
201310250006,2013,10,25,0,,United Kingdom,Northern Ireland,Lisburn,1.0,0,"10/25/2013: A letter bomb addressed to Chief Inspector John Burrows was intercepted and defused in Lisburn city, Lisburn district, Northern Ireland, United Kingdom. This was one of two letter bombs addressed to police officials discovered on this day. No group claimed responsibility for the incident; however, authorities attributed the incident to Dissident Republicans.",1,1,1,0,,,1.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Senior Serving Police Officer,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Letter Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Letter Bomb Sent To NI Secretary Villiers,"" Sky News, October 29, 2013.","""Dissidents blamed for PSNI letter bombs,"" UTV, October 25, 2013.","""Letter bomb sent  to PSNI chief constable,"" Irish Times, October 25, 2013.",START Primary Collection,0,0,1,1,"201310250005, 201310250006"
201310280093,2013,10,28,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"10/28/2013: A letter bomb was discovered in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The letter was mailed to the prosecution services' offices, but was intercepted before it could detonate. No group claimed responsibility for the incident; however, the attack was attributed to dissident republicans.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Government of Northern Ireland,Secretary:Theresa Villiers,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Letter Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Letter Bomb Sent To NI Secretary Villiers,"" Sky News, October 29, 2013.",,,START Primary Collection,0,0,1,1,
201310290003,2013,10,29,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/29/2013: A letter bomb mailed to Theresa Villiers, Secretary of State for Northern Ireland, was intercepted and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility; however, authorities attributed the attack to dissident republicans.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",Government of Great Britain,Secretary of State for Northern Ireland: Theresa Villiers,Great Britain,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Letter Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Letter bomb sent to Theresa Villiers, the top UK official in Northern Ireland,"" GlobalPost, October 30, 2013.","""Letter bomb defused at Stormont Castle in Belfast,"" Newstalk, October 29, 2013.","""Northern Ireland minister sent letter bomb,"" The Land Australia, October 30, 2013.",START Primary Collection,0,0,1,1,
201310290010,2013,10,29,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/29/2013: An explosive device was discovered and defused in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,Not Applicable,Residential Area,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Bomb alert ends in south Belfast,"" BBC, October 30, 2013.","""South Belfast Bomb 'Made Safe',"" 4NI, October 30, 2013.",,START Primary Collection,-9,-9,1,1,
201310300009,2013,10,30,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"10/30/2013: An explosive device was discovered and defused on Whitewell road in northern Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,79.0,"Public Area (garden, parking lot, garage, beach, public building, camp)",Not Applicable,Commercial Area,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A thrown pipe bomb that failed to detonate was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb found near Fitness First,"" BBC, October 31, 2013.","""Pipe bomb found in north Belfast,"" BBC, October 31, 2013.","""Pipe Bomb May Have Been Thrown At Police,"" 4NI, October 31, 2013.",START Primary Collection,-9,-9,1,1,
201311010046,2013,11,1,0,,United States,California,Los Angeles,1.0,0,"11/01/2013: An assailant opened fire on Transportation Security Administration (TSA) agents inside Terminal 3 at Los Angeles International Airport (LAX) in Los Angeles, California, United States. At least one agent was killed and four others, including agents and civilians, were wounded in the assault. TSA agents returned fire and injured the assailant. Paul Ciancia claimed responsibility for the incident, stating, in a note found in his apartment, that he wanted to kill and to instill fear in TSA officers.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44.0,Airport,Los Angeles International Airport (LAX),Terminal 3,United States,Government (General),"Government Personnel (excluding police, military)",Transportation Security Administration (TSA),Agents,United States,,,,,,Anti-Government extremists,,,,Paul Ciancia claimed responsibility for the incident and stated that he wanted to instill fear on Transportation Security Administration (TSA) officers.,0.0,,1,1.0,1.0,1,9.0,Other,,,,,Firearms,Automatic or Semi-Automatic Rifle,Firearms,Handgun,,,A .223 caliber assault rifle and a handgun were used in the attack.,1.0,1.0,0.0,4.0,4.0,1.0,-9,0.0,,,,,,,,,,"""FBI: LAX shooter wanted to kill TSA officers,"" CNN, November 5, 2013.","""Sources: Alleged shooter hated government, 'New World Order',"" CNN.com, November 3, 2013.","""The LAX shootings, as they happened,"" CBS News, November 4, 2013.",START Primary Collection,-9,-9,0,-9,
201311050045,2013,11,5,0,,United Kingdom,Northern Ireland,Cullyhanna,1.0,1,"11/05/2013: Assailants attacked a civilian man in his residence in Drumlougher area, Newry and Mourne district, Northern Ireland, United Kingdom. The victim, who survived the attack, was beaten with a hammer and shot in both legs. Oglaigh na hEireann claimed responsibility for the incident, stating that the attack was in retaliation for the victim having compromised organizational equipment and members' security.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,Oglaigh na hEireann claimed responsibility for the incident and stated that the attack was in retaliation for the victim having compromised organizational equipment and members' security.,0.0,,0,-99.0,0.0,1,4.0,E-mail,,,,,Firearms,Handgun,Melee,Blunt Object,,,A hammer was used in the attack.,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,,,,,,,,,,"""Óglaigh na hÉireann claims responsibility for shooting,"" Crossmaglen Examiner, November 18, 2013.","""Barbaric shooting reflects “warped version of the past”,"" Crossmaglen Examiner, November 11, 2013.",,START Primary Collection,0,0,1,1,
201311080002,2013,11,8,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"11/08/2013: An explosive device attached to the vehicle of a former police officer was discovered and defused in Tallycarnet neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident; however, authorities attributed the attack to dissident republicans.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Police Service of Northern Ireland (PSNI),Former Officer,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,"The specific motive is unknown; however, sources noted that the attack occurred right before Rememberance weekend.",0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Vehicle,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Ex-policeman in Belfast spots bomb under his car,"" The Associated Press, November 8, 2013.","""Car bombers 'directly linked' to PIRA,"" UTV, November 11, 2013.","""C DISTRICT: Viable explosive device discovered Kingsway Park, Tullycarnet, East Belfast,"" Police Service of Northern Ireland, November 8, 2013.",START Primary Collection,0,0,1,1,
201311080006,2013,11,8,0,,United Kingdom,Northern Ireland,Nutts Corner,1.0,0,"11/08/2013: Two pipe bombs were discovered and defused in Nutts Corner area, Antrim district, Northern Ireland, United Kingdom. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,Two pipe bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bombs discovered during alert,"" BBC, November 9, 2013.","""Pipe bombs found at Nutts Corner,"" UTV, November 9, 2013.","""Two pipe bombs made safe in Co Antrim,"" Irish Times, November 9, 2013.",START Primary Collection,-9,-9,1,1,
201311110041,2013,11,11,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"11/11/2013: A pipe bomb was discovered and defused on Spamount Street, New Lodge area, Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,A fake pipe bomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Belfast security alert ends,"" UTV, November 16, 2013.","""Pipe bomb is found during Spamount Street, Belfast, alert,"" Manchester Wired, November 11, 2013.","""Security alert as pipe bomb found,"" Farming Life, November 11, 2013.",START Primary Collection,-9,-9,1,1,
201311160002,2013,11,16,0,,United Kingdom,Northern Ireland,Strabane,1.0,0,"11/16/2013: Assailants threw a pipe bomb at a Police Service of Northern Ireland (PSNI) patrol in Stabane town, Strabane district, Northern Ireland, United Kingdom. The device did not detonate and it was safely removed to waste ground. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,3,Police,23.0,Police Patrol (including vehicles and convoys),Police Service of Northern Ireland (PSNI),Patrol,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Police targeted in pipe bomb attack,"" BBC, November 17, 2013.","""Pipe bomb attacks in Strabane and Belfast,"" RTE Online, November 17, 2013.","""Pipe bomb thrown at police patrol,"" UTV, November 17, 2013.",START Primary Collection,-9,-9,1,1,
201311160003,2013,11,16,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"11/16/2013: Assailants threw two petrol bombs at the Alliance Party office in Belfast city, Belfast district, Northern Ireland, United Kingdom. Authorities extinguished the fires before they caused any damages and no casualties were reported. No group claimed responsibility for the attack.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Alliance Party,Party Offices,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Incendiary,Molotov Cocktail/Petrol Bomb,,,,,Two petrol bombs were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb attacks in Strabane and Belfast,"" RTE Online, November 17, 2013.","""Two petrol bombs thrown at Alliance Party East Belfast office,"" TheJournal.ie, November 17, 2013.",,START Primary Collection,-9,-9,1,1,
201311180003,2013,11,18,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"11/18/2013: A pipe bomb was discovered and defused near a playground at De La Salle College in Belfast city, Belfast district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,De La Salle College,School Playground,Northern Ireland,,,,,,,,,,,Unknown,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Pipe Bomb,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Pipe bomb 'put lives of community at risk',"" The Irish News, November 22, 2013.","""Pipe bomb found near school playground in Belfast,"" RTE Online, November 19, 2013.",,START Primary Collection,-9,-9,1,1,
201311230069,2013,11,23,0,,United Kingdom,Northern Ireland,Londonderry,1.0,0,"11/23/2013: Assailants hijacked the vehicle of a pizza delivery driver and attempted to force the driver to drive a suspicious package to a police station in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The driver managed to escape on foot and there were no reported casualties in the attack. No group claimed responsibility; however, sources suspect that dissident republicans were behind the incident.",1,1,1,0,,,0.0,1,0,4,Hijacking,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Police Service of Northern Ireland (PSNI),Police Station,Northern Ireland,Business,Restaurant/Bar/Café,Unknown,Pizza Delivery Van,Northern Ireland,,,,,,Dissident Republicans,,,,,1.0,,0,2.0,0.0,0,,,,,,,Unknown,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,-99.0,,0.0,3.0,Hostage(s) escaped (not during rescue attempt),1.0,,"""Driver told to take package to police left traumatised,"" The Irish News, November 25, 2013.",,,START Primary Collection,0,0,1,1,
201311250001,2013,11,24,0,,United Kingdom,Northern Ireland,Belfast,1.0,0,"11/24/2013: Assailants hijacked a vehicle in Ardoyne neighborhood, Belfast city, Belfast district, Northern Ireland, United Kingdom. An explosive device was then planted in the vehicle and the driver was forced to park near the Victoria Square Shopping Complex in Belfast. The explosives-laden vehicle detonated later that evening; however, there were no reported casualties in the blast as the device only partially detonated. Oglaigh na hEireann claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,4,Hijacking,3.0,Bombing/Explosion,,,1,Business,7.0,Retail/Grocery/Bakery,Victoria Square Shopping Complex,Shopping Mall,Northern Ireland,,,,,,,,,,,Oglaigh na hEireann,,,,,0.0,,0,-99.0,0.0,1,10.0,Unknown,,,,,Explosives,Vehicle,,,,,A 60kg beer keg bomb in a car was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,-99.0,,0.0,2.0,Hostage(s) released by perpetrators,1.0,,"""IRA car bomb targets Belfast's top shopping mall,"" The Associated Press, November 25, 2013.","""Bomb partially explodes in Belfast, nobody wounded,"" Reuters, November 25, 2013.","""Oglaigh na hEireann claims bomb responsibility - Dissident group behind city attack,"" The Irish News, November 29, 2013.",START Primary Collection,0,0,1,1,
201311260044,2013,11,27,0,,United Kingdom,Northern Ireland,Crossmaglen,1.0,1,"11/27/2013: An explosive device planted by an electrical pylon was discovered and defused near Crossmaglen village, Newry and Mourne district, Northern Ireland, United Kingdom. No group claimed responsibility; however, officials attributed the attack to dissident republicans.",1,1,1,0,,,0.0,0,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,Unknown,Power Pylon,Northern Ireland,,,,,,,,,,,Dissident Republicans,,,,,0.0,,0,-99.0,0.0,0,,,,,,,Explosives,Unknown Explosive Type,,,,,An unknown explosive was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,"""Device left by pylon carrying cross-border power supply,"" The Irish News, November 28, 2013.","""Police find suspected bomb near electricity pylons in south Armagh,"" guardian.co.uk, November 27, 2013.","""Suspicious device left beside north-south electricity connector,"" Big News Network, November 28, 2013.",START Primary Collection,0,0,1,1,
